,Place,Categories,Rating,Review Title,Review Body
786,Shiva Parvati Temple,"Points of Interest and Landmarks, Religious Sites",4,A temple dedicated to the parents of Ganesh,"This Temple in the heart of Durbar Square is similar to some of the other temples I saw during my time in Kathmandu. It is a dark wood structure that sustained some damage during the earthquake of 2015. The difference is that we see statues of Shiva and Parvati standing by a center window looking out of the front of the temple. Shiva, the destroyer of evil and the transformer and his wife, Parvati, the goddess of fertility, love and devotion are the parents of Ganesh, the deity who has the visage of an elephant. It is apt that when I visited, the statues of Shiva and Parvati are staring out at Kathmandu Durbar Square as it undergoes the massive reconstruction. I fervently wish only the best for this and all of the historical sites in Kathmandu and throughout Nepal as they continue to recover from the tragedy of 2015. It is reassuring that the reconstruction of this Temple is already well along towards its completion."
787,Shiva Parvati Temple,"Points of Interest and Landmarks, Religious Sites",4,Temple,Located in the darbar square complex is another temple dedicated to shiva n parvati. The structure is hand carved wooden n stone embeded with brick some parts of it is damaged due to earthquake.
788,Shiva Parvati Temple,"Points of Interest and Landmarks, Religious Sites",4,beautiful shrine,"This shrine is built on a 3 step brick platform. This temple is situated in the Durbar square of Kathmandu. The 2 wooden figure, Mahadev and Parvati, looking from the open central window on the first floor. Really beautiful art work done on this temple. It is believed the Shiva and Parvati shower their blessing on a passer by."
789,Shiva Parvati Temple,"Points of Interest and Landmarks, Religious Sites",4,'Observation form Upper Realms',"This Temple is at the herat of the Basantapur Palace Square. From the beautiful window of the temple, Lord Shiva and Goddess are looking down. There are myths that on special occassions, the heavenly deities descend on the earth are participate in feasts and merrymaking. Here it shows that Shiva and parvati are not only observing who is passing by but are also showering blessings on them. Not to miss."
790,Bishal Bazaar,Shopping Malls,3.5,Centrally located Place,"Best Place to visit old town of Nepal , Along to way you can buy some souvenir. Most recommended place for local stuff."
791,Bishal Bazaar,Shopping Malls,3.5,good shopping place,located near the new road of KTM city and darbar sq. good place for shopping. busy and crowded place.
792,Bishal Bazaar,Shopping Malls,3.5,A Lacklustre Marketplace,"The famous Vishal Bazaar of Kathmandu has lost much of its sheen it was enjyoing in yester years. Barring Rudraksha, nothing interesting was found on my visit. I also visited China Market which appeared better placed being new. I further visited a new mall which is still in the making, shop were new with good stuff but prices were also higher. Vishal Bazaar has locational advantage but for me being indian nothing now appeared attractive, may be due to direct import in India from China and other countries."
793,Bishal Bazaar,Shopping Malls,3.5,shopping! need to search which one will be great,yes it is a one of the great shopping center of kathmandu but need to search which one will be great
794,Bishal Bazaar,Shopping Malls,3.5,Old Mall,"Very old mall/ market..  It's a complex with shops inside as we as outside right at the intersection of New Road / Durbar Sq..  Used to be my favorite some 15 years back..  If there,  deserves a visit.. Lots of shopping options inside.."
795,Bishal Bazaar,Shopping Malls,3.5,Old style mall,"One of the old shopping complex on new road. There are three stories in this complex with so many different type of shops e.g. readymade, perfume, shoe and antique. Here one can find shops of Rudraksh Mala. Now this complex is not very popular as was used to be in older days."
796,Bishal Bazaar,Shopping Malls,3.5,Well well...,"Opposite to the Royal Palace of Kathmandu this is a market place with jewelers, cloth shops and a perfume seller at the last floor. Coffee shop at the entrance level - didn't try. Not very interesting for my point of view"
797,Bishal Bazaar,Shopping Malls,3.5,Popularity going down,"This is one of the old shopping complex in the Kathmandu and at a time it was very popular. However, nowadays with increased number of other shopping complex and one stop shopping in the malls, this is less visited. However, it still remain at the heart of nepalese people and some common shoppings happens here, especially jwelleries, watches, suiting and shirting etc. This is at the heart of Kathmandu - in the new road."
798,Bishal Bazaar,Shopping Malls,3.5,Once very popular place but now it is just ok.,"It was very popular and happening place long back but now due to many new malls and department stores that have come up in different places in Kathmandy, this bazaar has lost its value to a large extent. the quality of goods are just ok and cost is reasonable."
799,Bishal Bazaar,Shopping Malls,3.5,first super market of nepal,"this is the first super market of nepal.there youcan get diifernt typpe of clothers ,gold ,@ cheap price"
800,Annapurna Temple,Religious Sites,4,Temple in asan bazaar,Temple in asan bazaar. The place is almost always crowded. But I still enjoy walking around the bazaar buying things or taking a evening walk.
801,Annapurna Temple,Religious Sites,4,Beautiful temple,On the way to Durbar Square this small temple is in the middle of a busy market and maybe is more relevant to normal peoples lives....lots of locals worshipping
802,Annapurna Temple,Religious Sites,4,Temple in everyday chaos,"Visited this temple en route to Durbar Square. Its interesting to see a temple in the throngs of people and their markets, but lacks any serenity. Very much took the photo and moved on."
803,Annapurna Temple,Religious Sites,4,Beautiful little temple,"This beautiful 3-story Newari style temple has a rich history. It's decorated with mirrors, lamps, plates, statues and elaborate torans. Instead of a deity, there is a tantric sliver vessel called a kalash, which is a symbol of abundance. Surrounded by fruit and vegetable sellers, and in the middle of one of the most frequented local markets, it's very popular with the locals. I like to stop by whenever I am passing through the chowk."
804,Annapurna Temple,Religious Sites,4,Good temple,"It's in the middle of a crowded area, so it's not a peaceful place to sit and meditate, but it's a really good temple. It's visited regularly by a large number of devotees. The temple is small but beautiful."
805,Annapurna Temple,Religious Sites,4,Small temple,It's a main temple in the Thamel area. Everybody comes and prays here. There is a silver goddess. People come and put a tilak on my forehead and put some flower petals on their head.
